customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
51,17,5,2024-02-19 01:19:02,228,3,600.0
9,63,9,2024-02-03 18:38:20,229,5,2000.0
26,8,2,2024-02-27 11:57:38,230,2,1600.0
73,44,8,2024-02-16 05:16:56,231,4,360.0
6,35,7,2024-02-04 15:55:32,233,3,360.0
100,71,1,2024-02-28 09:14:50,234,5,6000.0
66,16,10,2024-02-18 02:34:08/,235,2,600.0
23,62,3,2024-02-02 19:53:26/,236,1,150.0
39,7,5,2024-02-26 13:12:44,237,3,600.0
86,43,9,2024-02-15 06:32:02,238,5,2000.0
53,88,2,2024-02-09 23:51:20/,239,2,1600.0
10,33,8,2024-02-03 17:10:38,240,4,360.0
27,79,4,2024-02-27 10:29:56,241,1,500.0
74,24,7,2024-02-16 03:49:14,242,3,360.0
41,60,1,2024-02-10 21:08:32,243,5,6000.0
23,51,3,2024-02-28 07:47:08,245,1,150.0
70,96,5,2024-02-18 01:06:26,246,3,600.0
37,42,9,2024-02-02 18:25:44,247,5,2000.0
83,87,2,2024-02-26 11:45:02,248,2,1600.0
6,78,4,2024-02-09 22:23:38/,250,1,500.0
100,29,7,2024-02-03 15:42:56,251,3,360.0
67,74,1,2024-02-27 09:02:14/,252,5,6000.0
24,20,10,2024-02-17 02:21:32/,253,2,600.0
40,65,3,2024-02-11 19:40:50/,254,1,150.0
87,11,5,2024-02-05 13:00:08,255,3,600.0
54,57,9,2024-02-01 06:19:26,256,5,2000.0
28,48,8,2024-02-14 17:58:02,258,4,360.0
75,93,4,2024-02-08 11:17:20,259,1,500.0
42,39,7,2024-02-02 04:36:38,260,3,360.0
8,84,1,2024-02-26 21:55:56,261,5,6000.0
95,30,10,2024-02-16 15:15:14/,262,2,600.0
62,75,3,2024-02-10 08:34:32,263,1,150.0
35,67,9,2024-02-28 19:13:08/,265,5,2000.0
82,12,2,2024-02-18 12:32:26/,266,2,1600.0
4,3,4,2024-02-26 23:11:02,268,1,500.0
96,49,7,2024-02-16 16:30:20,269,3,360.0
63,94,1,2024-02-10 09:49:38,270,5,6000.0
