customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
29,5,9,2024-01-29 15:25:00,59,1,400.0
30,6,10,2024-01-30 17:50:00,60,1,300.0
31,1,1,2024-01-31 10:30:00,61,1,1200.0
32,2,2,2024-01-30 11:15:00,62,2,1600.0
33,3,3,2024-01-29 14:20:00,63,1,150.0
34,4,4,2024-01-28 16:45:00,64,3,1500.0
35,5,5,2024-01-27 09:10:00,65,1,200.0
36,6,6,2024-01-26 12:30:00,66,4,200.0
37,1,7,2024-01-25 18:40:00,67,2,240.0
38,2,8,2024-01-24 15:55:00,68,1,90.0
39,3,9,2024-01-23 10:25:00,69,2,800.0
40,4,10,2024-01-22 17:15:00,70,1,300.0
1,1,1,2024-01-01 10:30:00,71,1,1200.0
2,2,2,2024-01-02 11:15:00,72,2,1600.0
3,3,3,2024-01-03 14:20:00,73,20,3000.0
4,4,4,2024-01-04 16:45:00,74,3,1500.0
5,5,5,2024-01-05 09:10:00,75,1,200.0
6,6,6,2024-01-06 12:30:00,76,4,200.0
7,1,7,2024-01-07 18:40:00,77,50,12000.0
8,2,8,2024-01-08 15:55:00,78,1,90.0
9,3,9,2024-01-09 10:25:00,79,2,800.0
10,4,10,2024-01-10 17:15:00,80,30,9000.0
11,5,1,2024-01-11 14:50:00,81,2,2400.0
12,6,2,2024-01-12 13:05:00,82,3,2400.0
13,1,3,2024-01-13 11:35:00,83,2,300.0
14,2,4,2024-01-14 09:45:00,84,10,5000.0
15,3,5,2024-01-15 16:00:00,85,5,1000.0
16,4,6,2024-01-16 08:20:00,86,3,150.0
17,5,7,2024-01-17 12:45:00,87,4,480.0
18,6,8,2024-01-18 10:15:00,88,1,90.0
19,1,9,2024-01-19 14:10:00,89,1,400.0
20,2,10,2024-01-20 17:35:00,90,2,600.0
21,3,1,2024-01-21 19:10:00,91,20,24000.0
22,4,2,2024-01-22 08:55:00,92,1,800.0
23,5,3,2024-01-23 13:50:00,93,3,450.0
24,6,4,2024-01-24 10:30:00,94,2,1000.0
25,1,5,2024-01-25 16:45:00,95,1,200.0
26,2,6,2024-01-26 09:30:00,96,4,200.0
27,3,7,2024-01-27 12:15:00,97,3,360.0
28,4,8,2024-01-28 11:40:00,98,2,180.0
29,5,9,2024-01-29 15:25:00,99,1,400.0
30,6,10,2024-01-30 17:50:00,100,1,300.0
31,1,1,2024-01-31 10:30:00,101,1,1200.0
32,2,2,2024-01-30 11:15:00,102,2,1600.0
33,3,3,2024-01-29 14:20:00,103,1,150.0
34,4,4,2024-01-28 16:45:00,104,3,1500.0
35,5,5,2024-01-27 09:10:00,105,1,200.0
36,6,6,2024-01-26 12:30:00,106,4,200.0
37,1,7,2024-01-25 18:40:00,107,2,240.0
38,2,8,2024-01-24 15:55:00,108,1,90.0
39,3,9,2024-01-23 10:25:00,109,15,6000.0
40,4,10,2024-01-22 17:15:00,110,1,300.0
41,5,3,2024-01-21 16:00:00,111,10,1500.0
42,6,4,2024-01-20 08:45:00,112,8,4000.0
43,1,5,2024-01-19 10:10:00,113,20,4000.0
44,2,6,2024-01-18 11:50:00,114,1,50.0
45,3,7,2024-01-17 13:30:00,115,2,240.0
46,4,8,2024-01-16 15:20:00,116,3,270.0
47,5,9,2024-01-15 18:10:00,117,2,800.0
48,6,10,2024-01-14 19:25:00,118,10,3000.0
49,1,1,2024-01-13 20:40:00,119,15,18000.0
50,2,2,2024-01-12 21:55:00,120,4,3200.0
